9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 912 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = -77, Z = -206, qw = 882, qx = -1175, qy = -1063, qz = 16283, gx = 962, gy = -2974, gz = 834

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 39, Y = -63, Z = -34, qw = 5529, qx = 872, qy = -1505, qz = -15325, gx = -64, gy = -123, gz = -187

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 52, Y = -48, Z = -38, qw = 5117, qx = 826, qy = -1527, qz = -15467, gx = -10, gy = -96, gz = -198

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 64, Y = -23, Z = -38, qw = 5099, qx = 824, qy = -1533, qz = -15473, gx = 71, gy = -63, gz = -200

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 64, Y = -23, Z = -38, qw = 5099, qx = 824, qy = -1533, qz = -15473, gx = 71, gy = -63, gz = -200

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 72, Y = -1, Z = -33, qw = 5083, qx = 827, qy = -1543, qz = -15477, gx = 115, gy = -25, gz = -188

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 96, Z = -27, qw = 4584, qx = -822, qy = -976, qz = -15678, gx = -97, gy = -114, gz = -249

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = 104, Z = -15, qw = 4561, qx = -830, qy = -963, qz = -15685, gx = -184, gy = -55, gz = -256

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -7, Y = 108, Z = -7, qw = 4536, qx = -837, qy = -945, qz = -15693, gx = -238, gy = -30, gz = -278

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = 112, Z = -13, qw = 4508, qx = -847, qy = -928, qz = -15701, gx = -232, gy = -68, gz = -306

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 68, Y = 17, Z = -7, qw = 5070, qx = 833, qy = -1553, qz = -15480, gx = 134, gy = 11, gz = -148

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 63, Y = 19, Z = 2, qw = 5060, qx = 843, qy = -1562, qz = -15481, gx = 144, gy = 57, gz = -108

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 23, Y = 136, Z = -64, qw = 4481, qx = -863, qy = -922, qz = -15709, gx = -141, gy = -166, gz = -304

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 35, Y = 139, Z = -91, qw = 4456, qx = -884, qy = -929, qz = -15714, gx = -12, gy = -255, gz = -276

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 30, Y = 141, Z = -110, qw = 4434, qx = -909, qy = -945, qz = -15718, gx = 87, gy = -331, gz = -232

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 53, Y = 18, Z = 8, qw = 4693, qx = 818, qy = -1592, qz = -15595, gx = 153, gy = 83, gz = -74

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 44, Y = 25, Z = 17, qw = 4690, qx = 829, qy = -1600, qz = -15595, gx = 128, gy = 97, gz = -33

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 38, Y = 23, Z = 26, qw = 4691, qx = 842, qy = -1600, qz = -15594, gx = 48, gy = 134, gz = -6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 0, Y = 141, Z = -140, qw = 4415, qx = -934, qy = -968, qz = -15720, gx = 145, gy = -345, gz = -208

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -15, Y = 127, Z = -132, qw = 4397, qx = -954, qy = -995, qz = -15723, gx = 220, gy = -305, gz = -207

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -16, Y = 95, Z = -97, qw = 4382, qx = -961, qy = -1023, qz = -15725, gx = 266, gy = -171, gz = -183

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 32, Y = 13, Z = 50, qw = 4693, qx = 857, qy = -1589, qz = -15593, gx = -61, gy = 203, gz = 0

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 15, Y = 8, Z = 79, qw = 4696, qx = 875, qy = -1571, qz = -15593, gx = -132, gy = 254, gz = -8

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -31, Y = 5, Z = 116, qw = 4361, qx = 863, qy = -1572, qz = -15691, gx = -122, gy = 284, gz = -18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -9, Y = 48, Z = -41, qw = 4373, qx = -956, qy = -1045, qz = -15726, gx = 234, gy = -12, gz = -114

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -34, Z = 52, qw = 4370, qx = -943, qy = -1055, qz = -15727, gx = 147, gy = 113, gz = -56

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -17, Y = -44, Z = 100, qw = 4369, qx = -926, qy = -1060, qz = -15728, gx = 95, gy = 163, gz = -31

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -54, Y = 5, Z = 132, qw = 4362, qx = 886, qy = -1557, qz = -15691, gx = -90, gy = 298, gz = -16

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = 15, Z = 159, qw = 4362, qx = 910, qy = -1545, qz = -15691, gx = -47, gy = 291, gz = -40

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -122, Y = 26, Z = 183, qw = 4355, qx = 933, qy = -1537, qz = -15692, gx = -15, gy = 262, gz = -98

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -23, Y = -57, Z = 145, qw = 4366, qx = -907, qy = -1060, qz = -15730, gx = 58, gy = 212, gz = -49

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -30, Y = -86, Z = 194, qw = 4360, qx = -886, qy = -1051, qz = -15733, gx = -48, gy = 249, gz = -85

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -45, Y = -98, Z = 247, qw = 4351, qx = -868, qy = -1034, qz = -15738, gx = -140, gy = 244, gz = -109

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -189, Y = 32, Z = 218, qw = 4345, qx = 951, qy = -1531, qz = -15694, gx = 4, gy = 194, gz = -145

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -188, Y = 46, Z = 222, qw = 4009, qx = 928, qy = -1551, qz = -15783, gx = 43, gy = 81, gz = -147

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -170, Y = 61, Z = 200, qw = 3997, qx = 925, qy = -1562, qz = -15785, gx = 113, gy = -78, gz = -124

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -17, Y = -83, Z = 210, qw = 4339, qx = -854, qy = -1022, qz = -15743, gx = -99, gy = 180, gz = -148

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -11, Y = -63, Z = 139, qw = 4316, qx = -843, qy = -1017, qz = -15750, gx = -37, gy = 116, gz = -264

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 22, Z = 0, qw = 4284, qx = -842, qy = -1019, qz = -15759, gx = 2, gy = -11, gz = -372

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -154, Y = 74, Z = 144, qw = 3983, qx = 911, qy = -1581, qz = -15787, gx = 181, gy = -215, gz = -125

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -90, Y = 120, Z = 38, qw = 3966, qx = 892, qy = -1602, qz = -15791, gx = 183, gy = -291, gz = -162

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -57, Y = 155, Z = -3, qw = 3946, qx = 872, qy = -1620, qz = -15795, gx = 152, gy = -281, gz = -194

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 24, Y = 66, Z = -38, qw = 4244, qx = -844, qy = -1033, qz = -15768, gx = 107, gy = -74, gz = -467

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 19, Y = 80, Z = -53, qw = 4203, qx = -840, qy = -1053, qz = -15778, gx = 195, gy = -44, gz = -484

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 5, Y = 60, Z = -49, qw = 4168, qx = -834, qy = -1073, qz = -15787, gx = 203, gy = -11, gz = -424

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -35, Y = 164, Z = -36, qw = 3637, qx = 829, qy = -1650, qz = -15868, gx = 126, gy = -198, gz = -141

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = 176, Z = -39, qw = 3633, qx = 828, qy = -1660, qz = -15868, gx = 119, gy = -43, gz = -37

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 36, Y = 156, Z = -4, qw = 3643, qx = 839, qy = -1668, qz = -15864, gx = 110, gy = 121, gz = 111

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -13, Y = -24, Z = 29, qw = 4144, qx = -825, qy = -1093, qz = -15792, gx = 227, gy = 26, gz = -292

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = -64, Z = 80, qw = 4131, qx = -809, qy = -1118, qz = -15794, gx = 301, gy = 92, gz = -166

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = -2, Y = -94, Z = 128, qw = 4123, qx = -788, qy = -1148, qz = -15796, gx = 380, gy = 137, gz = -126

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 36, Y = 118, Z = 40, qw = 3669, qx = 861, qy = -1673, qz = -15857, gx = 106, gy = 253, gz = 275

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 19, Y = 76, Z = 81, qw = 3703, qx = 888, qy = -1676, qz = -15847, gx = 91, gy = 326, gz = 362

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -41, Y = -57, Z = 182, qw = 3459, qx = 885, qy = -1692, qz = -15900, gx = 65, gy = 325, gz = 348

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 13, Y = -109, Z = 178, qw = 4112, qx = -760, qy = -1181, qz = -15797, gx = 425, gy = 205, gz = -165

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 13, Y = -109, Z = 178, qw = 4112, qx = -760, qy = -1181, qz = -15797, gx = 425, gy = 205, gz = -165

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 68, Y = -102, Z = 243, qw = 4092, qx = -726, qy = -1206, qz = -15802, gx = 352, gy = 287, gz = -265

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 107, Y = -92, Z = 252, qw = 4060, qx = -689, qy = -1217, qz = -15811, gx = 199, gy = 342, gz = -403

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -64, Y = -87, Z = 188, qw = 3480, qx = 912, qy = -1686, qz = -15895, gx = -11, gy = 340, gz = 200

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -85, Y = -123, Z = 205, qw = 3480, qx = 933, qy = -1675, qz = -15895, gx = -61, gy = 255, gz = -31

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -94, Y = -126, Z = 216, qw = 3466, qx = 944, qy = -1672, qz = -15898, gx = -6, gy = 98, gz = -167

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 149, Y = -73, Z = 240, qw = 4020, qx = -656, qy = -1219, qz = -15823, gx = 78, gy = 323, gz = -492

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 1, gyro 3, accel 1, mag 3 Linear Accel X = 206, Y = 2, Z = 145, qw = 3978, qx = -635, qy = -1222, qz = -15834, gx = 66, gy = 185, gz = -510

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 234, Y = 45, Z = 104, qw = 3934, qx = -627, qy = -1229, qz = -15845, gx = 69, gy = 38, gz = -518

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -92, Y = -103, Z = 168, qw = 3446, qx = 939, qy = -1685, qz = -15901, gx = 135, gy = -101, gz = -212

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -95, Y = -98, Z = 112, qw = 3161, qx = 892, qy = -1728, qz = -15958, gx = 281, gy = -304, gz = -239

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -95, Y = -98, Z = 112, qw = 3161, qx = 892, qy = -1728, qz = -15958, gx = 281, gy = -304, gz = -239

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -99, Y = -98, Z = 63, qw = 3133, qx = 858, qy = -1766, qz = -15961, gx = 359, gy = -490, gz = -254

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -87, Y = -89, Z = 5, qw = 3103, qx = 809, qy = -1810, qz = -15965, gx = 387, gy = -666, gz = -253

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 247, Y = 87, Z = 74, qw = 3889, qx = -619, qy = -1236, qz = -15856, gx = 69, gy = 38, gz = -518

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 248, Y = 108, Z = 43, qw = 3852, qx = -614, qy = -1236, qz = -15865, gx = -12, gy = 24, gz = -436

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 229, Y = 107, Z = 14, qw = 3823, qx = -612, qy = -1230, qz = -15872, gx = -85, gy = 23, gz = -323

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -89, Y = -99, Z = -99, qw = 3070, qx = 749, qy = -1858, qz = -15969, gx = 414, gy = -808, gz = -256

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -65, Y = -97, Z = -158, qw = 3036, qx = 685, qy = -1907, qz = -15972, gx = 413, gy = -842, gz = -281

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 200, Y = 71, Z = 4, qw = 3807, qx = -614, qy = -1220, qz = -15877, gx = -126, gy = 7, gz = -187

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 182, Y = 35, Z = -10, qw = 3813, qx = -623, qy = -1221, qz = -15875, gx = 0, gy = -93, gz = 82

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 153, Y = 14, Z = -22, qw = 3820, qx = -632, qy = -1223, qz = -15873, gx = 0, gy = -93, gz = 82

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -53, Y = -106, Z = -204, qw = 2755, qx = 592, qy = -1960, qz = -16020, gx = 366, gy = -835, gz = -288

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -38, Y = -96, Z = -245, qw = 2716, qx = 534, qy = -1997, qz = -16025, gx = 301, gy = -755, gz = -338

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -33, Y = -57, Z = -273, qw = 2672, qx = 488, qy = -2024, qz = -16030, gx = 221, gy = -614, gz = -416

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 131, Y = 3, Z = -7, qw = 3829, qx = -639, qy = -1231, qz = -15870, gx = 75, gy = -93, gz = 107

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 117, Y = -5, Z = 14, qw = 3839, qx = -643, qy = -1236, qz = -15867, gx = 45, gy = -37, gz = 114

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 96, Y = -5, Z = 38, qw = 3850, qx = -642, qy = -1231, qz = -15865, gx = -42, gy = 36, gz = 129

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -36, Y = -21, Z = -271, qw = 2628, qx = 453, qy = -2042, qz = -16036, gx = 151, gy = -481, gz = -438

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -42, Y = 1, Z = -265, qw = 2588, qx = 428, qy = -2053, qz = -16042, gx = 77, gy = -351, gz = -412

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -62, Y = 25, Z = -256, qw = 2321, qx = 382, qy = -2059, qz = -16083, gx = -15, gy = -235, gz = -368

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 52, Y = -33, Z = 70, qw = 3870, qx = -633, qy = -1208, qz = -15862, gx = -221, gy = 170, gz = 226

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 27, Y = -46, Z = 83, qw = 3890, qx = -625, qy = -1184, qz = -15859, gx = -221, gy = 170, gz = 226

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 10, Y = -55, Z = 91, qw = 3914, qx = -619, qy = -1153, qz = -15856, gx = -307, gy = 170, gz = 281

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -66, Y = 16, Z = -241, qw = 2290, qx = 371, qy = -2053, qz = -16088, gx = -80, gy = -152, gz = -327

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -71, Y = 16, Z = -220, qw = 2265, qx = 369, qy = -2047, qz = -16093, gx = -70, gy = -55, gz = -284

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = 26, Z = -202, qw = 2243, qx = 374, qy = -2044, qz = -16096, gx = -24, gy = 25, gz = -254

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -5, Y = -55, Z = 94, qw = 3939, qx = -619, qy = -1119, qz = -15852, gx = -361, gy = 118, gz = 297

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -45, Y = -73, Z = 57, qw = 3965, qx = -626, qy = -1085, qz = -15847, gx = -371, gy = 35, gz = 312

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -55, Y = -83, Z = 27, qw = 3999, qx = -647, qy = -1063, qz = -15840, gx = -275, gy = -146, gz = 412

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = 54, Z = -149, qw = 1961, qx = 385, qy = -2035, qz = -16134, gx = -61, gy = 165, gz = -204

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -81, Y = 54, Z = -149, qw = 1961, qx = 385, qy = -2035, qz = -16134, gx = -61, gy = 165, gz = -204

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -64, Y = -90, Z = -7, qw = 4034, qx = -671, qy = -1044, qz = -15831, gx = -246, gy = -184, gz = 424

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -90, Y = -75, Z = -64, qw = 4065, qx = -692, qy = -1023, qz = -15824, gx = -265, gy = -144, gz = 378

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -108, Y = -73, Z = -78, qw = 4090, qx = -707, qy = -994, qz = -15818, gx = -337, gy = -59, gz = 311

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -72, Y = 44, Z = -144, qw = 1948, qx = 405, qy = -2029, qz = -16136, gx = -33, gy = 210, gz = -170

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -49, Y = 29, Z = -139, qw = 1939, qx = 427, qy = -2032, qz = -16136, gx = 63, gy = 231, gz = -129

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = 30, Z = -143, qw = 1934, qx = 454, qy = -2045, qz = -16134, gx = 187, gy = 260, gz = -91

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -119, Y = -77, Z = -77, qw = 4113, qx = -717, qy = -959, qz = -15814, gx = -391, gy = 3, gz = 279

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -128, Y = -95, Z = -63, qw = 4133, qx = -726, qy = -926, qz = -15810, gx = -371, gy = 12, gz = 256

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -123, Y = -109, Z = -56, qw = 4150, qx = -736, qy = -903, qz = -15807, gx = -271, gy = -34, gz = 206

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -28, Y = 31, Z = -141, qw = 1715, qx = 458, qy = -2071, qz = -16155, gx = 265, gy = 312, gz = -110

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -26, Y = 41, Z = -125, qw = 1706, qx = 495, qy = -2092, qz = -16153, gx = 274, gy = 364, gz = -147

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -46, Y = 76, Z = -76, qw = 1694, qx = 532, qy = -2109, qz = -16150, gx = 244, gy = 369, gz = -175

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -114, Y = -102, Z = -73, qw = 4161, qx = -750, qy = -889, qz = -15804, gx = -182, gy = -95, gz = 141

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -109, Y = -85, Z = -92, qw = 4165, qx = -765, qy = -879, qz = -15803, gx = -142, gy = -135, gz = 59

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -109, Y = -85, Z = -92, qw = 4165, qx = -765, qy = -879, qz = -15803, gx = -142, gy = -135, gz = 59

