9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 1, mag 3 Linear Accel X = -59, Y = -23, Z = -6, qw = 9165, qx = 1842, qy = -846, qz = -13429, gx = 371, gy = 254, gz = 6

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -15, Y = -56, Z = -35, qw = 9364, qx = 223, qy = 35, qz = 13443, gx = 226, gy = 231, gz = 144

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = -59, Z = -32, qw = 9361, qx = 215, qy = 63, qz = 13445, gx = 197, gy = 251, gz = 34

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 75, Y = -54, Z = -33, qw = 9362, qx = 206, qy = 89, qz = 13444, gx = 182, gy = 251, gz = -19

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -6, Y = 95, Z = -79, qw = 15830, qx = 359, qy = -2248, qz = 3560, gx = 101, gy = -111, gz = -195

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -3, Y = 85, Z = -76, qw = 15832, qx = 359, qy = -2251, qz = 3546, gx = -32, gy = -29, gz = -155

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 9, Y = 77, Z = -50, qw = 15836, qx = 338, qy = -2247, qz = 3535, gx = -232, gy = 89, gz = -103

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 106, Y = -52, Z = -36, qw = 9362, qx = 199, qy = 114, qz = 13444, gx = 182, gy = 231, gz = 5

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 100, Y = -46, Z = -22, qw = 9354, qx = 196, qy = 138, qz = 13449, gx = 202, gy = 179, gz = 95

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 57, Y = -69, Z = -1, qw = 9339, qx = 200, qy = 160, qz = 13459, gx = 219, gy = 111, gz = 206

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 19, Y = 73, Z = 11, qw = 15840, qx = 306, qy = -2240, qz = 3524, gx = -354, gy = 162, gz = -70

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 18, Y = 77, Z = 21, qw = 15844, qx = 268, qy = -2233, qz = 3513, gx = -407, gy = 166, gz = -83

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 20, Y = 97, Z = 20, qw = 15848, qx = 237, qy = -2230, qz = 3497, gx = -352, gy = 109, gz = -126

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 21, Y = -90, Z = 13, qw = 9323, qx = 201, qy = 178, qz = 13470, gx = 174, gy = 110, gz = 218

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = -106, Z = 17, qw = 9312, qx = 193, qy = 188, qz = 13478, gx = 42, gy = 143, gz = 148

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = -128, Z = -56, qw = 9305, qx = 179, qy = 189, qz = 13483, gx = -78, gy = 141, gz = 88

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -3, Y = 135, Z = -5, qw = 15852, qx = 219, qy = -2230, qz = 3482, gx = -225, gy = 55, gz = -147

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -14, Y = 136, Z = -16, qw = 15855, qx = 208, qy = -2232, qz = 3470, gx = -145, gy = 4, gz = -122

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = 106, Z = -16, qw = 15856, qx = 198, qy = -2239, qz = 3461, gx = -135, gy = -50, gz = -81

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 10, Y = -133, Z = -82, qw = 9297, qx = 167, qy = 188, qz = 13488, gx = -88, gy = 105, gz = 108

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = -131, Z = -87, qw = 9285, qx = 155, qy = 193, qz = 13497, gx = -33, gy = 146, gz = 165

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -93, Y = -110, Z = -75, qw = 9276, qx = 144, qy = 205, qz = 13503, gx = 42, gy = 177, gz = 110

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 12, Y = 73, Z = -21, qw = 15856, qx = 191, qy = -2243, qz = 3457, gx = -95, gy = -24, gz = -27

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 55, Y = 42, Z = -41, qw = 15856, qx = 192, qy = -2240, qz = 3460, gx = 15, gy = 30, gz = 34

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 49, Y = 40, Z = -44, qw = 15855, qx = 195, qy = -2237, qz = 3467, gx = 51, gy = 23, gz = 72

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -95, Y = -94, Z = -31, qw = 9278, qx = 133, qy = 215, qz = 13502, gx = 27, gy = 171, gz = -23

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -71, Y = -84, Z = -53, qw = 9290, qx = 117, qy = 222, qz = 13493, gx = -40, gy = 190, gz = -174

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -13, Y = -60, Z = -79, qw = 9312, qx = 100, qy = 231, qz = 13478, gx = -17, gy = 213, gz = -296

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -13, Y = -60, Z = -79, qw = 9312, qx = 100, qy = 231, qz = 13478, gx = -17, gy = 213, gz = -296

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 36, Y = 40, Z = -24, qw = 15854, qx = 191, qy = -2240, qz = 3470, gx = -52, gy = -27, gz = 35

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 13, Y = 34, Z = -1, qw = 15854, qx = 175, qy = -2246, qz = 3465, gx = -194, gy = -26, gz = -27

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 12, Y = 63, Z = 16, qw = 15855, qx = 151, qy = -2251, qz = 3458, gx = -290, gy = 0, gz = -42

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 82, Y = 1, Z = -54, qw = 9334, qx = 91, qy = 248, qz = 13463, gx = 90, gy = 187, gz = -303

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 79, Y = 20, Z = -15, qw = 9348, qx = 88, qy = 267, qz = 13452, gx = 161, gy = 150, gz = -198

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 41, Y = 32, Z = 8, qw = 9354, qx = 84, qy = 284, qz = 13448, gx = 138, gy = 142, gz = -81

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 28, Y = 73, Z = 23, qw = 15856, qx = 126, qy = -2261, qz = 3447, gx = -307, gy = -45, gz = -80

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 40, Y = 80, Z = 8, qw = 15858, qx = 112, qy = -2269, qz = 3433, gx = -194, gy = -56, gz = -133

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 64, Y = 112, Z = -61, qw = 15860, qx = 115, qy = -2277, qz = 3420, gx = -16, gy = -90, gz = -138

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 5, Y = 27, Z = 19, qw = 9358, qx = 74, qy = 296, qz = 13445, gx = 39, gy = 173, gz = -58

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -8, Y = 15, Z = -41, qw = 9366, qx = 54, qy = 302, qz = 13439, gx = -70, gy = 210, gz = -118

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 16, Y = 22, Z = -78, qw = 9380, qx = 36, qy = 310, qz = 13430, gx = -44, gy = 222, gz = -188

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 50, Y = 127, Z = -86, qw = 15860, qx = 129, qy = -2290, qz = 3412, gx = 107, gy = -169, gz = -116

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 23, Y = 138, Z = -81, qw = 15859, qx = 144, qy = -2306, qz = 3402, gx = 107, gy = -218, gz = -119

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -5, Y = 114, Z = -45, qw = 15859, qx = 149, qy = -2324, qz = 3393, gx = 7, gy = -202, gz = -110

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 47, Y = 30, Z = -76, qw = 9394, qx = 26, qy = 330, qz = 13419, gx = 131, gy = 220, gz = -206

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 66, Y = 39, Z = -29, qw = 9407, qx = 29, qy = 366, qz = 13409, gx = 348, gy = 206, gz = -173

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 65, Y = 68, Z = 110, qw = 9415, qx = 42, qy = 409, qz = 13403, gx = 477, gy = 143, gz = -117

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 4, Y = 30, Z = 22, qw = 15858, qx = 145, qy = -2333, qz = 3388, gx = -84, gy = -86, gz = -36

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 37, Y = 0, Z = 45, qw = 15857, qx = 134, qy = -2336, qz = 3394, gx = -119, gy = -14, gz = 81

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 47, Y = -14, Z = 56, qw = 15855, qx = 124, qy = -2342, qz = 3400, gx = -114, gy = -41, gz = 89

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 61, Y = 65, Z = 170, qw = 9419, qx = 58, qy = 447, qz = 13398, gx = 447, gy = 102, gz = -58

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 33, Y = 66, Z = 199, qw = 9418, qx = 66, qy = 472, qz = 13398, gx = 289, gy = 90, gz = -4

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 6, Y = 71, Z = 206, qw = 9416, qx = 65, qy = 481, qz = 13399, gx = 65, gy = 71, gz = 27

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 50, Y = -3, Z = 36, qw = 15854, qx = 122, qy = -2354, qz = 3396, gx = -63, gy = -131, gz = -37

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 16, Y = 56, Z = -3, qw = 15854, qx = 126, qy = -2375, qz = 3380, gx = -32, gy = -230, gz = -177

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 1, Y = 71, Z = -27, qw = 15854, qx = 139, qy = -2401, qz = 3360, gx = 44, gy = -312, gz = -233

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -62, Y = 61, Z = 152, qw = 9412, qx = 49, qy = 472, qz = 13402, gx = -177, gy = 92, gz = 54

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -104, Y = 59, Z = 101, qw = 9410, qx = 17, qy = 454, qz = 13404, gx = -371, gy = 174, gz = 19

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -88, Y = 57, Z = 58, qw = 9419, qx = -21, qy = 430, qz = 13399, gx = -465, gy = 202, gz = -126

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -2, Y = 61, Z = -51, qw = 15854, qx = 159, qy = -2427, qz = 3343, gx = 133, gy = -329, gz = -214

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = 14, Y = 9, Z = -78, qw = 15852, qx = 185, qy = -2446, qz = 3335, gx = 214, gy = -275, gz = -124

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -5, Y = -25, Z = -83, qw = 15850, qx = 210, qy = -2463, qz = 3333, gx = 230, gy = -240, gz = -51

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = 87, Z = 16, qw = 9436, qx = -64, qy = 405, qz = 13388, gx = -505, gy = 229, gz = -241

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 77, Y = 106, Z = -16, qw = 9457, qx = -111, qy = 380, qz = 13373, gx = -523, gy = 263, gz = -306

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 115, Y = 112, Z = -53, qw = 9476, qx = -157, qy = 360, qz = 13360, gx = -478, gy = 280, gz = -264

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -9, Y = -37, Z = -77, qw = 15847, qx = 230, qy = -2477, qz = 3332, gx = 178, gy = -203, gz = -35

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 2, gyro 3, accel 1, mag 3 Linear Accel X = -8, Y = -37, Z = -83, qw = 15845, qx = 246, qy = -2492, qz = 3330, gx = 127, gy = -203, gz = -36

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -21, Y = 5, Z = -98, qw = 15844, qx = 262, qy = -2511, qz = 3322, gx = 121, gy = -238, gz = -108

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 111, Y = 121, Z = -101, qw = 9485, qx = -193, qy = 349, qz = 13353, gx = -328, gy = 263, gz = -140

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 68, Y = 132, Z = -86, qw = 9485, qx = -209, qy = 357, qz = 13353, gx = -38, gy = 200, gz = 6

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 41, Y = 125, Z = -11, qw = 9475, qx = -209, qy = 384, qz = 13359, gx = 240, gy = 172, gz = 138

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -28, Y = 19, Z = -105, qw = 15844, qx = 282, qy = -2528, qz = 3307, gx = 149, gy = -241, gz = -201

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -42, Y = 34, Z = -126, qw = 15845, qx = 304, qy = -2545, qz = 3287, gx = 164, gy = -229, gz = -250

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -66, Y = 33, Z = -119, qw = 15846, qx = 327, qy = -2559, qz = 3268, gx = 177, gy = -209, gz = -244

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 13, Y = 125, Z = 71, qw = 9458, qx = -205, qy = 421, qz = 13370, gx = 353, gy = 213, gz = 221

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -21, Y = 137, Z = 123, qw = 9442, qx = -212, qy = 455, qz = 13380, gx = 269, gy = 285, gz = 221

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = 116, Z = 80, qw = 9431, qx = -230, qy = 480, qz = 13387, gx = 106, gy = 334, gz = 134

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -71, Y = 7, Z = -103, qw = 15847, qx = 350, qy = -2567, qz = 3254, gx = 202, gy = -129, gz = -190

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -76, Y = -43, Z = -73, qw = 15849, qx = 361, qy = -2558, qz = 3253, gx = 138, gy = 65, gz = -32

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -72, Y = -100, Z = -25, qw = 15850, qx = 373, qy = -2550, qz = 3252, gx = 138, gy = 65, gz = -32

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -19, Y = 112, Z = 52, qw = 9426, qx = -246, qy = 505, qz = 13389, gx = 121, gy = 310, gz = 63

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 10, Y = 116, Z = 74, qw = 9422, qx = -247, qy = 540, qz = 13391, gx = 307, gy = 240, gz = 51

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 10, Y = 116, Z = 74, qw = 9422, qx = -247, qy = 540, qz = 13391, gx = 307, gy = 240, gz = 51

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = 130, Z = 132, qw = 9415, qx = -236, qy = 584, qz = 13394, gx = 472, gy = 181, gz = 89

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -73, Y = -219, Z = 35, qw = 15851, qx = 373, qy = -2539, qz = 3253, gx = 20, gy = 122, gz = 6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -47, Y = -237, Z = 48, qw = 15854, qx = 372, qy = -2525, qz = 3252, gx = 22, gy = 158, gz = -20

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -30, Y = -217, Z = 25, qw = 15858, qx = 386, qy = -2509, qz = 3244, gx = 171, gy = 147, gz = -122

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 48, Y = 108, Z = 252, qw = 9406, qx = -220, qy = 626, qz = 13399, gx = 478, gy = 128, gz = 137

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 34, Y = 84, Z = 269, qw = 9391, qx = -211, qy = 655, qz = 13408, gx = 306, gy = 114, gz = 203

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 18, Y = 43, Z = 247, qw = 9373, qx = -211, qy = 663, qz = 13420, gx = 58, gy = 56, gz = 241

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -25, Y = -185, Z = -22, qw = 15865, qx = 418, qy = -2499, qz = 3213, gx = 305, gy = 42, gz = -402

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -16, Y = -72, Z = -67, qw = 15872, qx = 449, qy = -2489, qz = 3183, gx = 305, gy = 42, gz = -402

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -16, Y = -41, Z = -62, qw = 15880, qx = 467, qy = -2480, qz = 3144, gx = 148, gy = 60, gz = -470

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 4, Y = -3, Z = 206, qw = 9352, qx = -217, qy = 655, qz = 13435, gx = -121, gy = 13, gz = 288

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -72, Y = -54, Z = 108, qw = 9328, qx = -224, qy = 638, qz = 13452, gx = -217, gy = -34, gz = 319

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -103, Y = -77, Z = 74, qw = 9305, qx = -232, qy = 614, qz = 13469, gx = -278, gy = -70, gz = 304

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -1, Y = -18, Z = -37, qw = 15890, qx = 469, qy = -2466, qz = 3106, gx = -22, gy = 148, gz = -440

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 29, Y = -48, Z = 43, qw = 15899, qx = 457, qy = -2447, qz = 3075, gx = -146, gy = 244, gz = -344

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -136, Y = -96, Z = 43, qw = 9286, qx = -241, qy = 583, qz = 13484, gx = -352, gy = -100, gz = 268

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -209, Y = -117, Z = -62, qw = 9270, qx = -253, qy = 548, qz = 13496, gx = -410, gy = -108, gz = 204

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -221, Y = -122, Z = -112, qw = 9265, qx = -266, qy = 512, qz = 13501, gx = -420, gy = -106, gz = 72

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 59, Y = -62, Z = 61, qw = 15905, qx = 439, qy = -2425, qz = 3064, gx = -163, gy = 275, gz = -110

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 86, Y = -68, Z = 72, qw = 15911, qx = 422, qy = -2404, qz = 3053, gx = -163, gy = 275, gz = -110

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 76, Y = -65, Z = 47, qw = 15915, qx = 419, qy = -2390, qz = 3042, gx = -22, gy = 159, gz = -127

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 67, Y = -21, Z = -34, qw = 15917, qx = 441, qy = -2393, qz = 3028, gx = 208, gy = -75, gz = -187

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 53, Y = -5, Z = -70, qw = 15918, qx = 460, qy = -2399, qz = 3016, gx = 177, gy = -106, gz = -158

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 45, Y = 4, Z = -88, qw = 15919, qx = 472, qy = -2403, qz = 3006, gx = 106, gy = -69, gz = -136

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = 43, Y = 4, Z = -93, qw = 15920, qx = 477, qy = -2402, qz = 2997, gx = 42, gy = 0, gz = -105

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -216, Y = -119, Z = -156, qw = 9272, qx = -277, qy = 481, qz = 13497, gx = -348, gy = -99, gz = -95

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -203, Y = -98, Z = -183, qw = 9290, qx = -279, qy = 461, qz = 13485, gx = -197, gy = -113, gz = -256

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -133, Y = -32, Z = -160, qw = 9319, qx = -272, qy = 452, qz = 13465, gx = -23, gy = -125, gz = -387

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -109, Y = 12, Z = -132, qw = 9353, qx = -260, qy = 455, qz = 13442, gx = 111, gy = -96, gz = -459

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -87, Y = 52, Z = -102, qw = 9392, qx = -247, qy = 462, qz = 13414, gx = 161, gy = -81, gz = -525

